Posição,Pos. Med Mov.,Velocidade,Vel. Med. Mov.,Aceleração,Gravidade,Energia Cinética,Energia Pot.,Tempo
"-0,012",,,,,"9,883",,,"0,06354"
"-0,011",,,,,,,,"0,06458"
"-0,010",,,,,,,,"0,06563"
"-0,009",,,,,,,,"0,06667"
"-0,008",,,,,,,,"0,06771"
"-0,008",,,,,,,,"0,06875"
"-0,007",,,,,,,,"0,06979"
"-0,006",,,,,,,,"0,07083"
"-0,005",,,,,,,,"0,07188"
"-0,005",,,,,,,,"0,07292"
"-0,004",,,,,,,,"0,07396"
"-0,003",,,,,,,,"0,07500"
"-0,002",,,,,,,,"0,07604"
"-0,001",,,,,,,,"0,07708"
"0,000",,,,,,,,"0,07813"
"0,001",,,,,,,,"0,07917"
"0,002",,,,,,,,"0,08021"
"0,002",,,,,,,,"0,08125"
"0,003","-0,004",,,,,,,"0,08229"
"0,004","-0,004","0,411",,,,,,"0,08333"
"0,006","-0,003","0,827",,,,,,"0,08438"
"0,007","-0,002","0,841",,,,,,"0,08542"
"0,007","-0,001","0,827",,,,,,"0,08646"
"0,008","0,000","0,825",,,,,,"0,08750"
"0,009","0,000","0,830",,,,,,"0,08854"
"0,010","0,001","0,821",,,,,,"0,08958"
"0,011","0,002","0,851","0,779",,,"0,0037","0,1202","0,09062"
"0,012","0,003","0,885","0,791","11,324",,"0,0038","0,1201","0,09167"
"0,013","0,004","0,884","0,800","8,893",,"0,0039","0,1200","0,09271"
"0,014","0,005","0,888","0,848","45,774",,"0,0044","0,1199","0,09375"
"0,015","0,006","0,897","0,855","6,668",,"0,0045","0,1197","0,09479"
"0,016","0,007","0,923","0,863","7,930",,"0,0046","0,1196","0,09583"
"0,017","0,008","0,916","0,872","8,474",,"0,0047","0,1195","0,09687"
"0,018","0,009","0,924","0,882","9,570",,"0,0048","0,1193","0,09792"
"0,019","0,010","0,928","0,892","9,397",,"0,0049","0,1192","0,09896"
"0,020","0,011","0,943","0,904","11,649",,"0,0050","0,1191","0,10000"
"0,021","0,012","0,952","0,914","9,709",,"0,0051","0,1190","0,10104"
"0,023","0,013","0,977","0,923","8,778",,"0,0052","0,1188","0,10208"
"0,024","0,014","0,982","0,933","9,433",,"0,0054","0,1187","0,10313"
"0,025","0,015","0,987","0,943","9,511",,"0,0055","0,1185","0,10417"
"0,026","0,016","0,974","0,951","7,470",,"0,0056","0,1184","0,10521"
"0,027","0,017","0,967","0,955","4,170",,"0,0056","0,1183","0,10625"
"0,028","0,018","0,997","0,963","7,847",,"0,0057","0,1181","0,10729"
"0,029","0,019","1,016","0,972","8,830",,"0,0058","0,1180","0,10833"
"0,031","0,020","1,040","0,984","10,745",,"0,0059","0,1178","0,10938"
"0,032","0,021","1,067","0,996","11,912",,"0,0061","0,1177","0,11042"
"0,033","0,022","1,049","1,006","9,313",,"0,0062","0,1176","0,11146"
"0,034","0,023","1,032","1,011","5,345",,"0,0063","0,1175","0,11250"
"0,035","0,024","1,053","1,018","6,838",,"0,0064","0,1173","0,11354"
"0,036","0,025","1,065","1,026","7,442",,"0,0065","0,1172","0,11458"
"0,038","0,027","1,080","1,037","10,096",,"0,0066","0,1170","0,11563"
"0,039","0,028","1,076","1,048","10,515",,"0,0067","0,1169","0,11667"
"0,040","0,029","1,090","1,057","8,857",,"0,0069","0,1167","0,11771"
"0,041","0,030","1,098","1,065","7,861",,"0,0070","0,1165","0,11875"
"0,043","0,031","1,111","1,072","6,834",,"0,0071","0,1164","0,11979"
"0,044","0,032","1,125","1,078","5,603",,"0,0071","0,1162","0,12083"
"0,045","0,034","1,135","1,086","8,202",,"0,0073","0,1161","0,12188"
"0,046","0,035","1,142","1,097","10,506",,"0,0074","0,1159","0,12292"
"0,048","0,036","1,151","1,107","9,354",,"0,0075","0,1158","0,12396"
"0,049","0,037","1,165","1,117","9,677",,"0,0077","0,1156","0,12500"
"0,051","0,038","1,186","1,128","10,184",,"0,0078","0,1154","0,12604"
"0,052","0,040","1,202","1,140","12,119",,"0,0080","0,1153","0,12708"
"0,053","0,041","1,201","1,152","10,691",,"0,0082","0,1151","0,12813"
"0,054","0,042","1,207","1,163","10,460",,"0,0083","0,1150","0,12917"
"0,056","0,043","1,200","1,171","8,525",,"0,0084","0,1148","0,13021"
"0,057","0,045","1,211","1,180","8,202",,"0,0086","0,1146","0,13125"
"0,059","0,046","1,230","1,189","9,124",,"0,0087","0,1144","0,13229"
"0,060","0,047","1,246","1,200","9,999",,"0,0089","0,1143","0,13333"
"0,061","0,049","1,253","1,210","9,815",,"0,0090","0,1141","0,13438"
"0,062","0,050","1,259","1,219","8,986",,"0,0091","0,1140","0,13542"
"0,064","0,051","1,267","1,228","7,834",,"0,0093","0,1138","0,13646"
"0,065","0,052","1,271","1,234","6,543",,"0,0094","0,1136","0,13750"
"0,067","0,054","1,273","1,242","6,958",,"0,0095","0,1135","0,13854"
"0,068","0,055","1,288","1,250","7,788",,"0,0096","0,1133","0,13958"
"0,070","0,056","1,307","1,260","10,276",,"0,0098","0,1131","0,14063"
"0,071","0,058","1,321","1,272","10,598",,"0,0099","0,1129","0,14167"
"0,073","0,059","1,336","1,282","10,230",,"0,0101","0,1127","0,14271"
"0,074","0,061","1,342","1,292","9,170",,"0,0103","0,1125","0,14375"
"0,076","0,062","1,344","1,301","8,709",,"0,0104","0,1123","0,14479"
"0,077","0,063","1,357","1,311","9,400",,"0,0106","0,1122","0,14583"
"0,079","0,065","1,366","1,320","9,492",,"0,0107","0,1120","0,14688"
"0,080","0,066","1,365","1,330","9,032",,"0,0109","0,1118","0,14792"
"0,082","0,068","1,389","1,341","11,105",,"0,0111","0,1116","0,14896"
"0,083","0,069","1,391","1,352","9,861",,"0,0112","0,1114","0,15000"
"0,085","0,071","1,407","1,362","9,631",,"0,0114","0,1112","0,15104"
"0,087","0,072","1,426","1,372","10,045",,"0,0116","0,1110","0,15208"
"0,088","0,074","1,437","1,382","9,677",,"0,0118","0,1108","0,15313"
"0,090","0,075","1,444","1,393","9,815",,"0,0119","0,1106","0,15417"
"0,091","0,077","1,449","1,403","10,138",,"0,0121","0,1104","0,15521"
"0,093","0,078","1,477","1,415","11,520",,"0,0123","0,1102","0,15625"
"0,095","0,080","1,492","1,428","12,119",,"0,0125","0,1100","0,15729"
"0,096","0,081","1,500","1,441","12,948",,"0,0128","0,1098","0,15833"
"0,098","0,083","1,524","1,455","12,902",,"0,0130","0,1096","0,15938"
"0,100","0,085","1,523","1,468","12,626",,"0,0132","0,1094","0,16042"
"0,102","0,086","1,544","1,481","13,087",,"0,0135","0,1092","0,16146"
"0,104","0,088","1,569","1,496","13,778",,"0,0138","0,1089","0,16250"
"0,105","0,089","1,539","1,506","9,769",,"0,0139","0,1088","0,16354"
"0,107","0,091","1,571","1,519","12,165",,"0,0142","0,1086","0,16458"
"0,108","0,093","1,547","1,528","9,354",,"0,0144","0,1084","0,16563"
"0,110","0,094","1,565","1,537","8,479",,"0,0145","0,1082","0,16667"
"0,112","0,096","1,584","1,546","8,847",,"0,0147","0,1079","0,16771"
"0,114","0,098","1,621","1,559","11,658",,"0,0149","0,1077","0,16875"
"0,116","0,099","1,630","1,569","10,230",,"0,0151","0,1075","0,16979"
"0,118","0,101","1,669","1,584","14,054",,"0,0154","0,1072","0,17083"
"0,120","0,103","1,684","1,598","13,455",,"0,0157","0,1070","0,17188"
"0,121","0,104","1,646","1,606","7,373",,"0,0159","0,1069","0,17292"
"0,123","0,106","1,657","1,617","11,336",,"0,0161","0,1066","0,17396"
"0,125","0,108","1,690","1,629","11,428",,"0,0163","0,1064","0,17500"
"0,127","0,110","1,706","1,645","15,299",,"0,0166","0,1061","0,17604"
"0,129","0,112","1,719","1,661","14,792",,"0,0170","0,1059","0,17708"
"0,131","0,113","1,728","1,675","13,732",,"0,0173","0,1056","0,17813"
"0,132","0,115","1,712","1,684","8,709",,"0,0174","0,1055","0,17917"
"0,134","0,117","1,715","1,692","8,156",,"0,0176","0,1053","0,18021"
"0,136","0,119","1,737","1,699","6,497",,"0,0178","0,1050","0,18125"
"0,138","0,121","1,728","1,704","4,239",,"0,0179","0,1048","0,18229"
"0,140","0,122","1,728","1,712","7,880",,"0,0180","0,1045","0,18333"
"0,142","0,124","1,776","1,724","11,428",,"0,0183","0,1043","0,18438"
"0,144","0,126","1,776","1,732","8,294",,"0,0185","0,1041","0,18542"
"0,146","0,128","1,824","1,744","11,336",,"0,0187","0,1038","0,18646"
"0,148","0,130","1,824","1,755","10,045",,"0,0189","0,1036","0,18750"
"0,150","0,132","1,824","1,764","9,262",,"0,0191","0,1033","0,18854"
"0,152","0,134","1,824","1,776","10,783",,"0,0194","0,1031","0,18958"
"0,154","0,136","1,824","1,786","10,460",,"0,0196","0,1028","0,19063"
"0,156","0,137","1,824","1,795","8,387",,"0,0198","0,1026","0,19167"
"0,158","0,139","1,824","1,805","9,216",,"0,0200","0,1024","0,19271"
"0,160","0,141","1,872","1,819","13,824",,"0,0204","0,1021","0,19375"
"0,162","0,143","1,872","1,829","9,216",,"0,0206","0,1019","0,19479"
"0,164","0,145","1,872","1,838","9,216",,"0,0208","0,1016","0,19583"
"0,166","0,147","1,872","1,843","4,608",,"0,0209","0,1014","0,19688"
"0,168","0,149","1,872","1,848","4,608",,"0,0210","0,1011","0,19792"
"0,170","0,151","1,872","1,853","4,608",,"0,0211","0,1009","0,19896"
"0,172","0,153","1,920","1,862","9,216",,"0,0213","0,1007","0,20000"
"0,175","0,155","1,968","1,877","13,824",,"0,0217","0,1003","0,20104"
"0,177","0,157","1,968","1,891","13,824",,"0,0220","0,1000","0,20208"
"0,179","0,159","1,968","1,906","13,824",,"0,0223","0,0998","0,20313"
"0,181","0,161","1,968","1,915","9,216",,"0,0226","0,0996","0,20417"
"0,183","0,163","1,968","1,925","9,216",,"0,0228","0,0993","0,20521"
"0,185","0,165","1,968","1,934","9,216",,"0,0230","0,0991","0,20625"
"0,188","0,167","2,016","1,949","13,824",,"0,0234","0,0987","0,20729"
"0,190","0,170","2,016","1,963","13,824",,"0,0237","0,0985","0,20833"
"0,192","0,172","2,016","1,978","13,824",,"0,0241","0,0982","0,20938"
"0,194","0,174","2,016","1,987","9,216",,"0,0243","0,0980","0,21042"
"0,197","0,176","2,064","1,997","9,216",,"0,0245","0,0976","0,21146"
"0,198","0,178","2,016","2,002","4,608",,"0,0246","0,0975","0,21250"
"0,201","0,180","2,064","2,011","9,216",,"0,0249","0,0971","0,21354"
"0,203","0,182","2,064","2,021","9,216",,"0,0251","0,0969","0,21458"
"0,205","0,184","2,064","2,030","9,216",,"0,0254","0,0966","0,21562"
"0,207","0,187","2,064","2,040","9,216",,"0,0256","0,0964","0,21667"
"0,210","0,189","2,112","2,050","9,216",,"0,0258","0,0960","0,21771"
"0,212","0,191","2,112","2,059","9,216",,"0,0261","0,0958","0,21875"
"0,214","0,193","2,112","2,069","9,216",,"0,0263","0,0955","0,21979"
"0,216","0,195","2,112","2,078","9,216",,"0,0266","0,0953","0,22083"
"0,218","0,198","2,064","2,078","0,000",,"0,0266","0,0951","0,22187"
"0,220","0,200","2,064","2,083","4,608",,"0,0267","0,0948","0,22292"
"0,223","0,202","2,112","2,088","4,608",,"0,0268","0,0945","0,22396"
"0,225","0,204","2,112","2,093","4,608",,"0,0269","0,0942","0,22500"
"0,228","0,206","2,160","2,102","9,216",,"0,0272","0,0938","0,22604"
"0,230","0,209","2,160","2,112","9,216",,"0,0274","0,0936","0,22708"
"0,232","0,211","2,112","2,112","0,000",,"0,0274","0,0934","0,22812"
"0,235","0,213","2,160","2,117","4,608",,"0,0276","0,0930","0,22917"
"0,237","0,215","2,160","2,122","4,608",,"0,0277","0,0928","0,23021"
"0,240","0,218","2,208","2,131","9,216",,"0,0279","0,0924","0,23125"
"0,242","0,220","2,160","2,141","9,216",,"0,0282","0,0921","0,23229"
"0,245","0,222","2,256","2,160","18,432",,"0,0287","0,0918","0,23333"
"0,247","0,224","2,208","2,170","9,216",,"0,0289","0,0915","0,23437"
"0,249","0,227","2,208","2,179","9,216",,"0,0292","0,0913","0,23542"
"0,252","0,229","2,256","2,189","9,216",,"0,0295","0,0909","0,23646"
"0,254","0,231","2,256","2,198","9,216",,"0,0297","0,0907","0,23750"
"0,257","0,234","2,256","2,213","13,824",,"0,0301","0,0903","0,23854"
"0,259","0,236","2,256","2,222","9,216",,"0,0304","0,0901","0,23958"
"0,262","0,239","2,304","2,237","13,824",,"0,0308","0,0897","0,24062"
"0,264","0,241","2,304","2,246","9,216",,"0,0310","0,0895","0,24167"
"0,267","0,243","2,352","2,266","18,432",,"0,0316","0,0891","0,24271"
"0,270","0,246","2,400","2,280","13,824",,"0,0320","0,0887","0,24375"
"0,272","0,248","2,352","2,294","13,824",,"0,0324","0,0885","0,24479"
"0,275","0,251","2,400","2,314","18,432",,"0,0329","0,0881","0,24583"
"0,277","0,253","2,352","2,323","9,216",,"0,0332","0,0879","0,24687"
"0,280","0,256","2,400","2,338","13,824",,"0,0336","0,0875","0,24792"
"0,283","0,258","2,448","2,357","18,432",,"0,0342","0,0872","0,24896"
"0,285","0,261","2,400","2,371","13,824",,"0,0346","0,0869","0,25000"
"0,288","0,263","2,448","2,386","13,824",,"0,0350","0,0866","0,25104"
"0,290","0,266","2,400","2,395","9,216",,"0,0353","0,0863","0,25208"
"0,293","0,268","2,448","2,405","9,216",,"0,0356","0,0859","0,25312"
"0,296","0,271","2,448","2,410","4,608",,"0,0357","0,0856","0,25417"
"0,298","0,274","2,448","2,419","9,216",,"0,0360","0,0853","0,25521"
"0,301","0,276","2,496","2,429","9,216",,"0,0363","0,0850","0,25625"
"0,304","0,279","2,496","2,443","13,824",,"0,0367","0,0846","0,25729"
"0,306","0,281","2,496","2,453","9,216",,"0,0370","0,0844","0,25833"
"0,309","0,284","2,496","2,458","4,608",,"0,0371","0,0840","0,25937"
"0,312","0,287","2,544","2,472","13,824",,"0,0376","0,0836","0,26042"
"0,314","0,289","2,496","2,477","4,608",,"0,0377","0,0834","0,26146"
"0,317","0,292","2,544","2,491","13,824",,"0,0382","0,0830","0,26250"
"0,320","0,295","2,544","2,501","9,216",,"0,0385","0,0827","0,26354"
"0,322","0,297","2,496","2,506","4,608",,"0,0386","0,0824","0,26458"
"0,325","0,300","2,544","2,515","9,216",,"0,0389","0,0821","0,26562"
"0,328","0,302","2,544","2,520","4,608",,"0,0391","0,0817","0,26667"
"0,330","0,305","2,544","2,525","4,608",,"0,0392","0,0814","0,26771"
"0,333","0,308","2,544","2,530","4,608",,"0,0394","0,0811","0,26875"
"0,336","0,310","2,544","2,534","4,608",,"0,0395","0,0807","0,26979"
"0,338","0,313","2,544","2,534","0,000",,"0,0395","0,0805","0,27083"
"0,341","0,316","2,544","2,539","4,608",,"0,0397","0,0801","0,27187"
"0,344","0,318","2,592","2,544","4,608",,"0,0398","0,0797","0,27292"
"0,347","0,321","2,592","2,549","4,608",,"0,0400","0,0794","0,27396"
"0,350","0,324","2,592","2,558","9,216",,"0,0403","0,0790","0,27500"
"0,352","0,326","2,592","2,563","4,608",,"0,0404","0,0788","0,27604"
"0,355","0,329","2,592","2,568","4,608",,"0,0406","0,0784","0,27708"
"0,358","0,332","2,592","2,573","4,608",,"0,0407","0,0780","0,27812"
"0,361","0,335","2,640","2,582","9,216",,"0,0410","0,0777","0,27917"
"0,364","0,337","2,640","2,592","9,216",,"0,0413","0,0773","0,28021"
"0,367","0,340","2,640","2,602","9,216",,"0,0416","0,0769","0,28125"
"0,370","0,343","2,688","2,616","13,824",,"0,0421","0,0766","0,28229"
"0,372","0,346","2,640","2,621","4,608",,"0,0422","0,0763","0,28333"
"0,375","0,348","2,640","2,626","4,608",,"0,0424","0,0760","0,28437"
"0,378","0,351","2,688","2,635","9,216",,"0,0427","0,0756","0,28542"
"0,381","0,354","2,688","2,645","9,216",,"0,0430","0,0752","0,28646"
"0,384","0,357","2,688","2,654","9,216",,"0,0433","0,0749","0,28750"
"0,387","0,360","2,736","2,669","13,824",,"0,0438","0,0745","0,28854"
"0,390","0,363","2,736","2,678","9,216",,"0,0441","0,0742","0,28958"
"0,393","0,365","2,736","2,688","9,216",,"0,0444","0,0738","0,29062"
"0,396","0,368","2,784","2,702","13,824",,"0,0449","0,0734","0,29167"
"0,399","0,371","2,784","2,712","9,216",,"0,0452","0,0731","0,29271"
"0,402","0,374","2,784","2,726","13,824",,"0,0457","0,0727","0,29375"
"0,405","0,377","2,784","2,741","13,824",,"0,0462","0,0723","0,29479"
"0,408","0,380","2,784","2,750","9,216",,"0,0465","0,0720","0,29583"
"0,411","0,383","2,832","2,765","13,824",,"0,0470","0,0716","0,29687"
"0,415","0,386","2,880","2,784","18,432",,"0,0477","0,0711","0,29792"
"0,418","0,389","2,880","2,798","13,824",,"0,0482","0,0707","0,29896"
"0,421","0,392","2,880","2,813","13,824",,"0,0487","0,0704","0,30000"
"0,424","0,395","2,880","2,827","13,824",,"0,0492","0,0700","0,30104"
"0,427","0,398","2,880","2,837","9,216",,"0,0495","0,0697","0,30208"
"0,430","0,401","2,880","2,846","9,216",,"0,0498","0,0693","0,30312"
"0,433","0,404","2,928","2,861","13,824",,"0,0503","0,0689","0,30417"
"0,436","0,407","2,928","2,875","13,824",,"0,0508","0,0686","0,30521"
"0,439","0,410","2,928","2,890","13,824",,"0,0514","0,0682","0,30625"
"0,443","0,413","2,976","2,904","13,824",,"0,0519","0,0677","0,30729"
"0,446","0,416","2,976","2,914","9,216",,"0,0522","0,0673","0,30833"
"0,449","0,419","2,976","2,923","9,216",,"0,0526","0,0670","0,30937"
"0,452","0,422","2,976","2,933","9,216",,"0,0529","0,0666","0,31042"
"0,456","0,426","3,024","2,947","13,824",,"0,0534","0,0661","0,31146"
"0,459","0,429","3,024","2,962","13,824",,"0,0539","0,0658","0,31250"
"0,462","0,432","3,024","2,976","13,824",,"0,0545","0,0654","0,31354"
"0,465","0,435","3,024","2,986","9,216",,"0,0548","0,0650","0,31458"
"0,469","0,438","3,072","3,000","13,824",,"0,0553","0,0645","0,31562"
"0,472","0,441","3,072","3,014","13,824",,"0,0559","0,0642","0,31667"
"0,476","0,445","3,120","3,029","13,824",,"0,0564","0,0637","0,31771"
"0,479","0,448","3,072","3,038","9,216",,"0,0568","0,0633","0,31875"
"0,482","0,451","3,072","3,048","9,216",,"0,0571","0,0630","0,31979"
"0,485","0,454","3,072","3,058","9,216",,"0,0575","0,0626","0,32083"
"0,489","0,457","3,120","3,067","9,216",,"0,0579","0,0621","0,32187"
"0,492","0,461","3,120","3,077","9,216",,"0,0582","0,0618","0,32292"
"0,496","0,464","3,168","3,091","13,824",,"0,0588","0,0613","0,32396"
"0,499","0,467","3,168","3,106","13,824",,"0,0593","0,0609","0,32500"
"0,503","0,471","3,216","3,120","13,824",,"0,0599","0,0604","0,32604"
"0,506","0,474","3,216","3,134","13,824",,"0,0604","0,0601","0,32708"
"0,510","0,477","3,216","3,144","9,216",,"0,0608","0,0596","0,32812"
"0,513","0,481","3,216","3,158","13,824",,"0,0613","0,0592","0,32917"
"0,516","0,484","3,216","3,173","13,824",,"0,0619","0,0588","0,33021"
"0,520","0,487","3,264","3,192","18,432",,"0,0627","0,0583","0,33125"
"0,523","0,491","3,216","3,202","9,216",,"0,0630","0,0580","0,33229"
"0,527","0,494","3,264","3,216","13,824",,"0,0636","0,0575","0,33333"
"0,530","0,498","3,264","3,226","9,216",,"0,0640","0,0571","0,33437"
"0,534","0,501","3,312","3,240","13,824",,"0,0646","0,0566","0,33542"
"0,538","0,505","3,312","3,250","9,216",,"0,0649","0,0562","0,33646"
"0,541","0,508","3,312","3,259","9,216",,"0,0653","0,0558","0,33750"
"0,545","0,511","3,312","3,269","9,216",,"0,0657","0,0553","0,33854"
"0,548","0,515","3,312","3,278","9,216",,"0,0661","0,0549","0,33958"
"0,552","0,518","3,360","3,293","13,824",,"0,0667","0,0545","0,34062"
"0,555","0,522","3,360","3,302","9,216",,"0,0671","0,0541","0,34167"
"0,559","0,525","3,360","3,317","13,824",,"0,0677","0,0536","0,34271"
"0,563","0,529","3,408","3,331","13,824",,"0,0682","0,0531","0,34375"
"0,566","0,532","3,360","3,341","9,216",,"0,0686","0,0528","0,34479"
"0,570","0,536","3,408","3,350","9,216",,"0,0690","0,0523","0,34583"
"0,573","0,539","3,360","3,355","4,608",,"0,0692","0,0519","0,34687"
"0,577","0,543","3,408","3,365","9,216",,"0,0696","0,0514","0,34792"
"0,581","0,547","3,408","3,374","9,216",,"0,0700","0,0509","0,34896"
"0,585","0,550","3,456","3,389","13,824",,"0,0706","0,0504","0,35000"
"0,588","0,554","3,456","3,398","9,216",,"0,0710","0,0501","0,35104"
"0,592","0,557","3,456","3,408","9,216",,"0,0714","0,0496","0,35208"
"0,596","0,561","3,504","3,422","13,824",,"0,0720","0,0491","0,35312"
"0,599","0,565","3,456","3,427","4,608",,"0,0722","0,0487","0,35417"
"0,603","0,568","3,504","3,442","13,824",,"0,0728","0,0483","0,35521"
"0,607","0,572","3,504","3,451","9,216",,"0,0733","0,0478","0,35625"
"0,611","0,576","3,504","3,466","13,824",,"0,0739","0,0473","0,35729"
"0,614","0,579","3,504","3,475","9,216",,"0,0743","0,0469","0,35833"
"0,619","0,583","3,552","3,490","13,824",,"0,0749","0,0463","0,35937"
"0,622","0,587","3,552","3,499","9,216",,"0,0753","0,0460","0,36042"
"0,626","0,590","3,552","3,509","9,216",,"0,0757","0,0455","0,36146"
"0,630","0,594","3,600","3,523","13,824",,"0,0763","0,0450","0,36250"
"0,634","0,598","3,600","3,533","9,216",,"0,0768","0,0445","0,36354"
"0,638","0,602","3,600","3,547","13,824",,"0,0774","0,0440","0,36458"
"0,642","0,605","3,648","3,562","13,824",,"0,0780","0,0435","0,36562"
"0,646","0,609","3,648","3,576","13,824",,"0,0786","0,0430","0,36667"
"0,650","0,613","3,696","3,595","18,432",,"0,0795","0,0425","0,36771"
"0,654","0,617","3,696","3,614","18,432",,"0,0803","0,0421","0,36875"
"0,658","0,621","3,696","3,629","13,824",,"0,0810","0,0416","0,36979"
"0,662","0,625","3,696","3,643","13,824",,"0,0816","0,0411","0,37083"
"0,666","0,628","3,744","3,662","18,432",,"0,0825","0,0406","0,37187"
"0,670","0,632","3,744","3,677","13,824",,"0,0831","0,0401","0,37292"
"0,674","0,636","3,744","3,691","13,824",,"0,0838","0,0396","0,37396"
"0,677","0,640","3,744","3,706","13,824",,"0,0844","0,0393","0,37500"
"0,681","0,644","3,744","3,715","9,216",,"0,0849","0,0388","0,37604"
"0,685","0,648","3,744","3,725","9,216",,"0,0853","0,0383","0,37708"
"0,690","0,652","3,792","3,734","9,216",,"0,0858","0,0377","0,37812"
"0,694","0,656","3,840","3,749","13,824",,"0,0864","0,0372","0,37917"
"0,698","0,660","3,792","3,758","9,216",,"0,0869","0,0367","0,38021"
"0,702","0,664","3,840","3,773","13,824",,"0,0875","0,0362","0,38125"
"0,706","0,668","3,840","3,782","9,216",,"0,0880","0,0357","0,38229"
"0,710","0,672","3,840","3,792","9,216",,"0,0884","0,0353","0,38333"
"0,714","0,676","3,840","3,802","9,216",,"0,0889","0,0348","0,38437"
"0,718","0,680","3,840","3,811","9,216",,"0,0893","0,0343","0,38542"
"0,722","0,684","3,840","3,821","9,216",,"0,0898","0,0338","0,38646"
"0,726","0,688","3,840","3,830","9,216",,"0,0902","0,0333","0,38750"
"0,730","0,692","3,840","3,835","4,608",,"0,0905","0,0328","0,38854"
"0,734","0,696","3,840","3,835","0,000",,"0,0905","0,0323","0,38958"
"0,739","0,700","3,888","3,845","9,216",,"0,0909","0,0317","0,39062"
"0,743","0,704","3,888","3,850","4,608",,"0,0911","0,0312","0,39167"
"0,747","0,708","3,888","3,854","4,608",,"0,0914","0,0308","0,39271"
"0,751","0,712","3,888","3,859","4,608",,"0,0916","0,0303","0,39375"
"0,756","0,716","3,936","3,869","9,216",,"0,0921","0,0297","0,39479"
"0,760","0,720","3,984","3,883","13,824",,"0,0927","0,0292","0,39583"
"0,764","0,724","3,984","3,898","13,824",,"0,0934","0,0287","0,39687"
"0,768","0,729","3,984","3,912","13,824",,"0,0941","0,0282","0,39792"
"0,772","0,733","3,936","3,922","9,216",,"0,0946","0,0277","0,39896"
"0,777","0,737","3,984","3,936","13,824",,"0,0953","0,0271","0,40000"
"0,781","0,741","3,984","3,946","9,216",,"0,0957","0,0266","0,40104"
"0,785","0,745","3,984","3,955","9,216",,"0,0962","0,0261","0,40208"
"0,790","0,749","4,032","3,970","13,824",,"0,0969","0,0255","0,40312"
"0,794","0,754","4,032","3,984","13,824",,"0,0976","0,0250","0,40417"
"0,798","0,758","4,032","3,994","9,216",,"0,0981","0,0246","0,40521"
"0,802","0,762","4,032","3,998","4,608",,"0,0983","0,0241","0,40625"
"0,807","0,766","4,080","4,008","9,216",,"0,0988","0,0235","0,40729"
"0,811","0,770","4,080","4,018","9,216",,"0,0993","0,0230","0,40833"
"0,815","0,775","4,080","4,032","13,824",,"0,1000","0,0225","0,40937"
"0,819","0,779","4,080","4,042","9,216",,"0,1005","0,0220","0,41042"
"0,824","0,783","4,080","4,051","9,216",,"0,1009","0,0214","0,41146"
"0,828","0,787","4,080","4,061","9,216",,"0,1014","0,0209","0,41250"
"0,832","0,792","4,080","4,066","4,608",,"0,1017","0,0204","0,41354"
"0,836","0,796","4,080","4,070","4,608",,"0,1019","0,0199","0,41458"
"0,841","0,800","4,080","4,075","4,608",,"0,1021","0,0193","0,41562"
"0,846","0,805","4,128","4,085","9,216",,"0,1026","0,0187","0,41667"
"0,850","0,809","4,128","4,090","4,608",,"0,1029","0,0182","0,41771"
"0,854","0,813","4,128","4,094","4,608",,"0,1031","0,0177","0,41875"
"0,859","0,817","4,176","4,104","9,216",,"0,1036","0,0171","0,41979"
"0,863","0,822","4,128","4,109","4,608",,"0,1038","0,0167","0,42083"
"0,868","0,826","4,176","4,118","9,216",,"0,1043","0,0160","0,42187"
"0,872","0,830","4,176","4,128","9,216",,"0,1048","0,0156","0,42292"
"0,876","0,835","4,128","4,133","4,608",,"0,1050","0,0151","0,42396"
"0,882","0,839","4,224","4,147","13,824",,"0,1058","0,0143","0,42500"
"0,886","0,844","4,224","4,162","13,824",,"0,1065","0,0139","0,42604"
"0,890","0,848","4,224","4,171","9,216",,"0,1070","0,0134","0,42708"
"0,894","0,852","4,176","4,176","4,608",,"0,1072","0,0129","0,42812"
"0,899","0,857","4,224","4,186","9,216",,"0,1077","0,0123","0,42917"
"0,903","0,861","4,224","4,190","4,608",,"0,1080","0,0118","0,43021"
"0,908","0,866","4,272","4,205","13,824",,"0,1087","0,0112","0,43125"
"0,913","0,870","4,272","4,214","9,216",,"0,1092","0,0106","0,43229"
"0,917","0,874","4,272","4,224","9,216",,"0,1097","0,0101","0,43333"
"0,922","0,879","4,320","4,243","18,432",,"0,1107","0,0095","0,43437"
"0,926","0,883","4,320","4,253","9,216",,"0,1112","0,0090","0,43542"
"0,930","0,888","4,272","4,258","4,608",,"0,1115","0,0085","0,43646"
"0,935","0,892","4,272","4,262","4,608",,"0,1117","0,0079","0,43750"
"0,939","0,897","4,272","4,272","9,216",,"0,1122","0,0074","0,43854"
"0,943","0,901","4,272","4,277","4,608",,"0,1125","0,0069","0,43958"
"0,948","0,906","4,272","4,282","4,608",,"0,1127","0,0063","0,44062"
"0,953","0,910","4,320","4,286","4,608",,"0,1130","0,0057","0,44167"
"0,957","0,915","4,272","4,286","0,000",,"0,1130","0,0052","0,44271"
"0,961","0,919","4,272","4,286","0,000",,"0,1130","0,0047","0,44375"
"0,966","0,924","4,320","4,286","0,000",,"0,1130","0,0041","0,44479"